PARK,BOROUGH,SIZE (ACRES),CATEGORY,Murder,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
PELHAM BAY PARK,BRONX        ,2771.747,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VAN CORTLANDT PARK,BRONX        ,1146.430,ONE ACRE OR LARGER,0,0,0,1,0,2,0,3
ROCKAWAY BEACH AND BOARDWALK,QUEENS       ,1072.564,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRESHKILLS PARK,STATEN ISLAND,913.320,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FLUSHING MEADOWS CORONA PARK,QUEENS       ,897.690,ONE ACRE OR LARGER,0,0,0,2,2,8,0,12
LATOURETTE PARK & GOLF COURSE,STATEN ISLAND,843.970,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARINE PARK,BROOKLYN     ,798.000,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
BELT PARKWAY/SHORE PARKWAY,BROOKLYN/QUEENS,760.430,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
BRONX PARK,BRONX        ,718.373,ONE ACRE OR LARGER,0,1,0,0,0,0,0,1
FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,STATEN ISLAND,644.350,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLEY POND PARK,QUEENS       ,635.514,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PROSPECT PARK,BROOKLYN     ,526.250,ONE ACRE OR LARGER,0,0,0,0,0,4,0,4
FOREST PARK,QUEENS       ,506.860,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRAND CENTRAL PARKWAY,QUEENS       ,460.160,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FERRY POINT PARK,BRONX        ,413.800,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CONEY ISLAND BEACH & BOARDWALK,BROOKLYN     ,399.203,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
CUNNINGHAM PARK,QUEENS       ,358.000,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
RICHMOND PARKWAY,STATEN ISLAND,350.983,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CROSS ISLAND PARKWAY,QUEENS       ,326.895,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREAT KILLS PARK,STATEN ISLAND,315.094,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WOLFE'S POND PARK,STATEN ISLAND,302.693,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CONFERENCE HOUSE PARK,STATEN ISLAND,286.382,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RANDALL'S ISLAND PARK,MANHATTAN    ,256.111,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROCKAWAY COMMUNITY PARK,QUEENS       ,255.400,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KISSENA PARK,QUEENS       ,237.147,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RIVERSIDE PARK,MANHATTAN    ,235.765,ONE ACRE OR LARGER,0,0,6,1,2,8,0,17
HUTCHINSON RIVER PARKWAY,BRONX        ,229.140,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BLUE HERON PARK,STATEN ISLAND,217.450,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DYKER BEACH PARK,BROOKLYN     ,216.655,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLOWBROOK PARK,STATEN ISLAND,214.947,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STATEN ISLAND INDUSTRIAL PARK,STATEN ISLAND,210.928,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SILVER LAKE PARK,STATEN ISLAND,205.977,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRONX RIVER PARKWAY,BRONX        ,205.647,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOUNDVIEW PARK,BRONX        ,205.310,ONE ACRE OR LARGER,0,0,1,2,0,2,0,5
BELT PARKWAY,QUEENS       ,202.647,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLOWBROOK PARKWAY,STATEN ISLAND,198.481,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
INWOOD HILL PARK,MANHATTAN    ,196.398,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLOVE LAKES PARK,STATEN ISLAND,193.423,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
FORT WASHINGTON PARK,MANHATTAN    ,184.143,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
IDLEWILD PARK,QUEENS       ,180.850,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WARDS ISLAND PARK,MANHATTAN    ,176.581,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOUTH SHORE COUNTRY CLUB,STATEN ISLAND,173.994,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SAW MILL CREEK MARSH,STATEN ISLAND,171.778,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BLOOD ROOT VALLEY,STATEN ISLAND,161.242,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JAMAICA BAY PARK,QUEENS       ,149.540,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KISSENA CORRIDOR PARK,QUEENS       ,146.810,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HIGHLAND PARK,BROOKLYN/QUEENS,146.339,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
ARDEN WOODS,STATEN ISLAND,145.864,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RIVERDALE PARK,BRONX        ,144.290,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OCEAN PARKWAY MALLS,BROOKLYN     ,140.000,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
BLOOMINGDALE PARK,STATEN ISLAND,138.100,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OCEAN BREEZE PARK,STATEN ISLAND,136.568,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CANARSIE PARK,BROOKLYN     ,132.200,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HIGHBRIDGE PARK MANHATTAN SIDE,MANHATTAN    ,130.100,ONE ACRE OR LARGER,0,0,3,0,0,0,0,3
CROTONA PARK,BRONX        ,127.500,ONE ACRE OR LARGER,0,0,4,0,0,1,0,5
PAERDEGAT BASIN PARK,BROOKLYN     ,118.795,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOOK CREEK PARK,QUEENS       ,111.163,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CRESCENT BEACH PARK,STATEN ISLAND,110.960,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLEARVIEW PARK GOLF COURSE,QUEENS       ,110.930,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAISLEY POND PARK,QUEENS       ,109.609,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PELHAM PARKWAY,BRONX        ,108.910,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PRALLS ISLAND,STATEN ISLAND,107.514,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARINERS MARSH PARK,STATEN ISLAND,107.200,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DOUGLASTON PARK GOLF COURSE,QUEENS       ,104.600,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LEMON CREEK PARK,STATEN ISLAND,104.545,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPRING CREEK PARK,BROOKLYN/QUEENS,99.566,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HIGH ROCK PARK,STATEN ISLAND,94.100,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LONG POND PARK,STATEN ISLAND,91.948,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROOKVILLE PARK,QUEENS       ,89.946,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
ISLE OF MEADOWS,STATEN ISLAND,87.516,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CALVERT VAUX PARK,BROOKLYN     ,85.527,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PUGSLEY CREEK PARK,BRONX        ,83.615,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SNUG HARBOR CULTURAL CENTER,STATEN ISLAND,83.300,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MOSHOLU PARKWAY,BRONX        ,80.936,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCGUIRE FIELDS,BROOKLYN     ,77.181,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRESH CREEK NATURE PRESERVE,BROOKLYN     ,77.044,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACKIE ROBINSON PARKWAY,BROOKLYN/QUEENS,72.750,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT TRYON PARK,MANHATTAN    ,67.213,ONE ACRE OR LARGER,0,0,0,1,0,1,0,2
RIVERSIDE PARK SOUTH,MANHATTAN    ,66.693,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EASTERN PARKWAY,BROOKLYN     ,65.700,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
FOUR SPARROW MARSH,BROOKLYN     ,64.665,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT TOTTEN PARK,QUEENS       ,60.394,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASTORIA PARK,QUEENS       ,59.956,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAURELTON PARKWAY,QUEENS       ,59.612,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RED HOOK RECREATION AREA,BROOKLYN     ,58.503,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SHORE PARK AND PARKWAY,BROOKLYN     ,58.000,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPRING CREEK PARK ADDITION,BROOKLYN/QUEENS,57.921,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JUNIPER VALLEY PARK,QUEENS       ,55.639,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LITTLE BAY PARK,QUEENS       ,55.220,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POWELL'S COVE PARK,QUEENS       ,55.023,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HENRY HUDSON PARKWAY,BRONX        ,54.100,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARLEM RIVER PARK,MANHATTAN    ,53.967,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DUBOS POINT WILDLIFE SANCTUARY,QUEENS       ,53.298,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROY WILKINS RECREATION CENTER,QUEENS       ,53.238,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
REED'S BASKET WILLOW SWAMP PARK,STATEN ISLAND,52.375,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROOKLYN BOTANIC GARDEN,BROOKLYN     ,47.570,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MEREDITH WOODS,STATEN ISLAND,47.521,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
QUEENS FARM PARK,QUEENS       ,47.080,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER PARK,MANHATTAN    ,45.880,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CROCHERON PARK,QUEENS       ,45.790,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
MACOMBS DAM PARK,BRONX        ,44.174,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
MANHATTAN BEACH PARK,BROOKLYN     ,42.941,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UDALL'S PARK PRESERVE,QUEENS       ,42.768,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FAIRVIEW PARK,STATEN ISLAND,42.600,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAYSWATER PARK,QUEENS       ,40.070,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DEERE PARK,STATEN ISLAND,39.779,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PARADE GROUND,BROOKLYN     ,39.500,ONE ACRE OR LARGER,0,0,0,0,0,3,0,3
CLAREMONT PARK,BRONX        ,38.536,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
BROAD CHANNEL WETLANDS,QUEENS       ,37.950,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CONEY ISLAND BOAT BASIN,BROOKLYN     ,36.810,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BUNKER PONDS PARK,STATEN ISLAND,36.691,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SETON FALLS PARK,BRONX        ,35.771,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCCARREN PARK,BROOKLYN     ,35.713,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. MARY'S PARK BRONX,BRONX        ,35.311,ONE ACRE OR LARGER,0,0,3,0,0,1,0,4
SHOOTERS ISLAND,STATEN ISLAND,34.689,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORTH BROTHER ISLAND,BRONX        ,30.395,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT GREENE PARK,BROOKLYN     ,30.168,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
BATTERY PARK CITY,MANHATTAN    ,29.990,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MORNINGSIDE PARK,MANHATTAN    ,29.888,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MACNEIL PARK,QUEENS       ,28.870,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLEY ATHLETIC PLAYGROUND,QUEENS       ,27.531,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VERNAM BARBADOES PENINSULA,QUEENS       ,27.484,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLLEGE POINT FIELDS,QUEENS       ,26.830,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KAISER PARK,BROOKLYN     ,26.257,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SUNSET PARK,BROOKLYN     ,24.498,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OWL'S HEAD PARK,BROOKLYN     ,24.218,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
SPRINGFIELD PARK,QUEENS       ,23.543,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
RECREATIONAL AREA,MANHATTAN    ,23.093,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KING FISHER PARK,STATEN ISLAND,23.010,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SIEDENBURG PARK,STATEN ISLAND,22.882,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. NICHOLAS PARK,MANHATTAN    ,22.740,ONE ACRE OR LARGER,0,0,3,1,0,0,0,4
SOUTH BROTHER ISLAND,BRONX        ,22.160,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOCUST POINT MARINA,BRONX        ,22.070,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BATTERY PARK,MANHATTAN    ,21.880,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROOKLYN BRIDGE PARK,BROOKLYN     ,21.185,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASSER LEVY PARK,BROOKLYN     ,21.039,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SEASIDE WILDLIFE NATURE PARK,STATEN ISLAND,20.907,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WAVE HILL,BRONX        ,20.867,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
QUEENSBRIDGE PARK,QUEENS       ,20.340,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARCUS GARVEY PARK,MANHATTAN    ,20.165,ONE ACRE OR LARGER,0,0,2,0,0,3,0,5
ISHAM PARK,MANHATTAN    ,20.132,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLIAMSBRIDGE OVAL,BRONX        ,19.749,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
BRANT POINT WILDLIFE SANCTUARY,QUEENS       ,19.556,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROAD CHANNEL AMERICAN PARK,QUEENS       ,18.768,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THEODORE ROOSEVELT PARK,MANHATTAN    ,17.574,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BENSONHURST PARK,BROOKLYN     ,17.500,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
